OBJECTID|TRIPTYPE|PROVIDERNAME|FAREAMOUNT|GRATUITYAMOUNT|SURCHARGEAMOUNT|EXTRAFAREAMOUNT|TOLLAMOUNT|TOTALAMOUNT|PAYMENTTYPE|ORIGINCITY|ORIGINSTATE|ORIGINZIP|DESTINATIONCITY|DESTINATIONSTATE|DESTINATIONZIP|MILEAGE|DURATION|ORIGIN_BLOCK_LATITUDE|ORIGIN_BLOCK_LONGITUDE|ORIGIN_BLOCKNAME|DESTINATION_BLOCK_LATITUDE|DESTINATION_BLOCK_LONGITUDE|DESTINATION_BLOCKNAME|AIRPORT|ORIGINDATETIME_TR|DESTINATIONDATETIME_TR
865|3|Yellow Cab|10.36|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/16/2015 10:00|01/16/2015 11:00
866|3|Yellow Cab|19.27|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20010|NULL|NULL|||||||N|01/16/2015 12:00|01/16/2015 12:00
867|3|Yellow Cab|13.52|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 19:00|01/15/2015 20:00
868|3|Yellow Cab|25.48|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 13:00|01/16/2015 14:00
869|3|Yellow Cab|NULL|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/16/2015 00:00|01/01/1900 00:00
870|3|Yellow Cab|NULL|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/16/2015 00:00|01/01/1900 00:00
871|3|Yellow Cab|19.81|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20037|NULL|NULL|||||||N|01/16/2015 16:00|01/16/2015 16:00
872|3|Yellow Cab|17.17|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20032|NULL|NULL|||||||N|01/16/2015 16:00|01/16/2015 16:00
873|3|Yellow Cab|27.83|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|Washington|DC|20002|NULL|NULL|||||||N|01/16/2015 16:00|01/16/2015 17:00
874|3|Yellow Cab|18.19|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/16/2015 18:00|01/16/2015 19:00
875|3|Yellow Cab|27.64|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20020|NULL|NULL|||||||N|01/16/2015 18:00|01/16/2015 18:00
876|3|Yellow Cab|30.34|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 05:00|01/16/2015 06:00
877|3|Yellow Cab|20.89|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/16/2015 06:00|01/16/2015 06:00
878|3|Yellow Cab|24.59|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/16/2015 09:00|01/16/2015 10:00
879|3|Yellow Cab|23.59|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20020|NULL|NULL|||||||N|01/17/2015 16:00|01/16/2015 16:00
880|3|Yellow Cab|17.11|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20005|Washington|DC|20422|NULL|NULL|||||||N|01/18/2015 00:00|01/18/2015 00:00
881|3|Yellow Cab|17.84|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20003|NULL|NULL|||||||N|01/18/2015 13:00|01/18/2015 13:00
882|3|Yellow Cab|20.08|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20011|Washington|DC|20037|NULL|NULL|||||||N|01/18/2015 14:00|01/18/2015 14:00
883|3|Yellow Cab|23.59|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20020|NULL|NULL|||||||N|01/18/2015 16:00|01/18/2015 16:00
884|3|Yellow Cab|11.44|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/18/2015 04:00|01/18/2015 05:00
885|3|Yellow Cab|17.11|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20032|Washington|DC|20018|NULL|NULL|||||||N|01/19/2015 04:00|01/19/2015 05:00
886|3|Yellow Cab|14.68|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/19/2015 05:00|01/19/2015 05:00
887|3|Yellow Cab|13.06|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/19/2015 05:00|01/19/2015 05:00
888|3|Yellow Cab|14.95|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20011|NULL|NULL|||||||N|01/19/2015 10:00|01/19/2015 10:00
889|3|Yellow Cab|21.97|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20032|NULL|NULL|||||||N|01/19/2015 11:00|01/19/2015 11:00
890|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 00:00|01/29/2015 00:00
891|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 04:00|01/29/2015 04:00
892|3|Yellow Cab|15.76|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20009|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
893|3|Yellow Cab|13.60|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
894|3|Yellow Cab|21.16|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20010|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 10:00
895|3|Yellow Cab|17.65|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 10:00
896|3|Yellow Cab|11.17|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20001|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 11:00
897|3|Yellow Cab|36.28|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20032|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 11:00
898|3|Yellow Cab|29.53|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 11:00|01/20/2015 11:00
899|3|Yellow Cab|19.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20002|NULL|NULL|||||||N|01/20/2015 13:00|01/20/2015 13:00
900|3|Yellow Cab|22.78|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/20/2015 13:00|01/20/2015 14:00
901|3|Yellow Cab|14.95|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20010|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 15:00
902|3|Yellow Cab|18.19|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20037|NULL|NULL|||||||N|01/20/2015 15:00|01/20/2015 15:00
903|3|Yellow Cab|25.48|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 15:00|01/20/2015 15:00
904|3|Yellow Cab|26.02|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20017|NULL|NULL|||||||N|01/20/2015 18:00|01/20/2015 19:00
905|3|Yellow Cab|20.81|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20011|NULL|NULL|||||||N|01/20/2015 19:00|01/20/2015 19:00
906|3|Yellow Cab|20.35|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/20/2015 06:00|01/20/2015 07:00
907|3|Yellow Cab|27.37|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20019|NULL|NULL|||||||N|01/20/2015 15:00|01/20/2015 15:00
908|3|Yellow Cab|19.54|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/20/2015 22:00|01/20/2015 23:00
909|3|Yellow Cab|10.90|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/21/2015 04:00|01/21/2015 05:00
910|3|Yellow Cab|30.34|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20032|Washington|DC|20018|NULL|NULL|||||||N|01/21/2015 04:00|01/21/2015 05:00
911|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
912|3|Yellow Cab|23.67|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|Washington|DC|20012|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
913|3|Yellow Cab|20.08|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20017|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
914|3|Yellow Cab|17.92|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|Washington|DC|20018|NULL|NULL|||||||N|01/19/2015 05:00|01/19/2015 05:00
915|3|Yellow Cab|12.25|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20020|Washington|DC|20019|NULL|NULL|||||||N|01/19/2015 10:00|01/19/2015 10:00
916|3|Yellow Cab|10.82|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20002|NULL|NULL|||||||N|01/19/2015 11:00|01/19/2015 11:00
917|3|Yellow Cab|17.11|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|Washington|DC|20003|NULL|NULL|||||||N|01/19/2015 10:00|01/19/2015 11:00
918|3|Yellow Cab|11.98|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20010|NULL|NULL|||||||N|01/19/2015 10:00|01/19/2015 11:00
919|3|Yellow Cab|11.17|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20003|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
920|3|Yellow Cab|14.14|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20020|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
921|3|Yellow Cab|13.60|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20010|Washington|DC|20001|NULL|NULL|||||||N|01/19/2015 16:00|01/19/2015 17:00
922|3|Yellow Cab|27.64|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20010|NULL|NULL|||||||N|01/20/2015 06:00|01/20/2015 07:00
923|3|Yellow Cab|31.96|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20020|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
924|3|Yellow Cab|28.45|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20017|NULL|NULL|||||||N|01/20/2015 08:00|01/20/2015 09:00
925|3|Yellow Cab|13.33|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|Washington|DC|20010|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
926|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 19:00|01/26/2015 19:00
927|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 16:00|01/26/2015 16:00
928|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 18:00|01/26/2015 18:00
929|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 18:00|01/26/2015 18:00
930|3|Yellow Cab|26.83|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20001|NULL|NULL|||||||N|01/22/2015 10:00|01/22/2015 10:00
931|3|Yellow Cab|23.32|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/22/2015 10:00|01/22/2015 11:00
932|3|Yellow Cab|19.81|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 12:00|01/22/2015 13:00
933|3|Yellow Cab|24.67|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 12:00|01/22/2015 13:00
934|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 10:00
935|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 10:00
936|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 11:00|01/27/2015 11:00
937|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 12:00|01/27/2015 12:00
938|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 13:00|01/27/2015 13:00
939|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 13:00|01/27/2015 13:00
940|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 15:00|01/27/2015 15:00
941|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 14:00|01/27/2015 14:00
942|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 16:00|01/27/2015 16:00
943|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 15:00|01/27/2015 15:00
944|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 15:00|01/27/2015 15:00
945|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 15:00|01/27/2015 15:00
946|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 16:00|01/27/2015 16:00
947|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 18:00|01/27/2015 18:00
948|3|Yellow Cab|24.94|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20001|NULL|NULL|||||||N|01/26/2015 13:00|01/26/2015 14:00
949|3|Yellow Cab|18.19|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 14:00|01/26/2015 15:00
950|3|Yellow Cab|30.61|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|Washington|DC|20020|NULL|NULL|||||||N|01/26/2015 15:00|01/26/2015 16:00
951|3|Yellow Cab|9.82|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 21:00|01/26/2015 21:00
952|3|Yellow Cab|9.82|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20019|NULL|NULL|||||||N|01/27/2015 08:00|01/27/2015 08:00
953|3|Yellow Cab|14.95|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20011|Washington|DC|20010|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 10:00
954|3|Yellow Cab|9.82|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20011|Washington|DC|20422|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 11:00
955|3|Yellow Cab|22.24|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20003|Washington|DC|20017|NULL|NULL|||||||N|01/27/2015 11:00|01/27/2015 11:00
956|3|Yellow Cab|12.52|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20011|NULL|NULL|||||||N|01/27/2015 11:00|01/27/2015 12:00
957|3|Yellow Cab|7.39|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20017|NULL|NULL|||||||N|01/27/2015 12:00|01/27/2015 12:00
958|3|Yellow Cab|28.86|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20017|NULL|NULL|||||||N|01/27/2015 13:00|01/27/2015 13:00
959|3|Yellow Cab|9.01|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20019|NULL|NULL|||||||N|01/27/2015 13:00|01/27/2015 13:00
960|3|Yellow Cab|9.50|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20017|NULL|NULL|||||||N|01/27/2015 15:00|01/27/2015 16:00
961|3|Yellow Cab|29.94|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20019|NULL|NULL|||||||N|01/27/2015 16:00|01/27/2015 17:00
962|3|Yellow Cab|19.81|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 17:00|01/27/2015 17:00
963|3|Yellow Cab|2.00|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 07:00|01/27/2015 07:00
964|3|Yellow Cab|21.35|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20017|NULL|NULL|||||||N|01/27/2015 12:00|01/27/2015 13:00
965|3|Yellow Cab|21.97|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20019|NULL|NULL|||||||N|01/27/2015 13:00|01/27/2015 14:00
966|3|Yellow Cab|23.51|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20017|Washington|DC|20003|NULL|NULL|||||||N|01/27/2015 15:00|01/27/2015 15:00
967|3|Yellow Cab|8.47|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/26/2015 05:00|01/26/2015 05:00
968|3|Yellow Cab|10.90|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20018|NULL|NULL|||||||N|01/26/2015 05:00|01/26/2015 05:00
969|3|Yellow Cab|12.98|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20020|Washington|DC|20019|NULL|NULL|||||||N|01/26/2015 09:00|01/26/2015 10:00
970|3|Yellow Cab|9.28|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20002|NULL|NULL|||||||N|01/26/2015 10:00|01/26/2015 10:00
971|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 13:00|01/28/2015 13:00
972|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 09:00
973|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 15:00|01/28/2015 15:00
974|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 09:00
975|3|Yellow Cab|24.40|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 13:00|01/22/2015 13:00
976|3|Yellow Cab|8.20|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/21/2015 05:00|01/21/2015 05:00
977|3|Yellow Cab|NULL|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 00:00|01/01/1900 00:00
978|3|Yellow Cab|11.17|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20018|NULL|NULL|||||||N|01/21/2015 05:00|01/21/2015 05:00
979|3|Yellow Cab|20.89|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20001|NULL|NULL|||||||N|01/21/2015 05:00|01/21/2015 05:00
980|3|Yellow Cab|11.71|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|Washington|DC|20002|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 10:00
981|3|Yellow Cab|24.94|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 10:00
982|3|Yellow Cab|9.55|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20002|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 11:00
983|3|Yellow Cab|13.60|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
984|3|Yellow Cab|11.36|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20003|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
985|3|Yellow Cab|13.33|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20020|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
986|3|Yellow Cab|17.92|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 20:00|01/21/2015 20:00
987|3|Yellow Cab|22.70|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20020|Washington|DC|20018|NULL|NULL|||||||N|01/22/2015 09:00|01/21/2015 09:00
988|3|Yellow Cab|20.54|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20017|NULL|NULL|||||||N|01/22/2015 11:00|01/22/2015 11:00
989|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 09:00|01/27/2015 09:00
990|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 09:00|01/27/2015 09:00
991|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 12:00|01/27/2015 12:00
992|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 10:00
993|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 10:00
994|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 10:00|01/27/2015 10:00
995|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 12:00|01/26/2015 12:00
996|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 15:00|01/26/2015 15:00
997|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 13:00|01/26/2015 13:00
998|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 13:00|01/26/2015 13:00
999|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 13:00|01/26/2015 13:00
1000|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 14:00|01/26/2015 14:00
1001|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 16:00|01/26/2015 16:00
1002|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 09:00|01/22/2015 09:00
1003|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 07:00|01/22/2015 07:00
1004|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 10:00|01/22/2015 10:00
1005|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 05:00|01/22/2015 05:00
1006|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 09:00|01/22/2015 09:00
1007|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 07:00|01/22/2015 07:00
1008|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 08:00|01/22/2015 08:00
1009|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 09:00|01/22/2015 09:00
1010|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 12:00|01/22/2015 12:00
1011|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 11:00|01/22/2015 11:00
